Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
34220,,,None,10.10.10.123,udp,53,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,Port 53/udp was found to be open
34220,,,None,10.10.10.123,udp,88,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,Port 88/udp was found to be open
34220,,,None,10.10.10.123,udp,137,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,Port 137/udp was found to be open
34220,,,None,10.10.10.123,udp,138,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,Port 138/udp was found to be open
34220,,,None,10.10.10.123,udp,464,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,Port 464/udp was found to be open
34220,,,None,10.10.10.123,tcp,0,Netstat Portscanner (WMI),Remote open ports can be enumerated via WMI.,"Using the WMI interface, Nessus was able to run 'netstat' on the
remote host to enumerate the open ports.",n/a,https://en.wikipedia.org/wiki/Netstat,"
Note that 2503 UDP ports belonging to DNS.exe have been ignored."
34252,,,None,10.10.10.123,udp,123,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 864).

This process 'svchost.exe' (pid 864) is hosting the following Windows services :
EventSystem (@comres.dll,-2450)
FontCache (@%systemroot%\system32\FntCache.dll,-100)
netprofm (@%SystemRoot%\system32\netprofmsvc.dll,-202)
nsi (@%SystemRoot%\system32\nsisvc.dll,-200)
RemoteRegistry (@regsvc.dll,-1)
W32Time (@%SystemRoot%\system32\w32time.dll,-200)

"
34252,,,None,10.10.10.123,udp,138,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,tcp,49153,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 780).

This process 'svchost.exe' (pid 780) is hosting the following Windows services :
Dhcp (@%SystemRoot%\system32\dhcpcore.dll,-100)
EventLog (@%SystemRoot%\system32\wevtsvc.dll,-200)
lmhosts (@%SystemRoot%\system32\lmhsvc.dll,-101)
Wcmsvc (@%SystemRoot%\System32\wcmsvc.dll,-4097)

"
34252,,,None,10.10.10.123,tcp,62933,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'services.exe' is listening on this port (pid 468)."
34252,,,None,10.10.10.123,tcp,636,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,9389,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'Microsoft.ActiveDirectory.WebServices.exe' is listening on this port (pid 1356)."
34252,,,None,10.10.10.123,tcp,135,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 656).

This process 'svchost.exe' (pid 656) is hosting the following Windows services :
RpcEptMapper (@%windir%\system32\RpcEpMap.dll,-1001)
RpcSs (@combase.dll,-5010)

"
34252,,,None,10.10.10.123,tcp,3268,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,49162,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'spoolsv.exe' is listening on this port (pid 1324).

This process 'spoolsv.exe' (pid 1324) is hosting the following Windows services :
Spooler (@%systemroot%\system32\spoolsv.exe,-1)

"
34252,,,None,10.10.10.123,udp,4500,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 808).

This process 'svchost.exe' (pid 808) is hosting the following Windows services :
CertPropSvc (@%SystemRoot%\System32\certprop.dll,-11)
gpsvc (@gpapi.dll,-112)
IKEEXT (@%SystemRoot%\system32\ikeext.dll,-501)
iphlpsvc (@%SystemRoot%\system32\iphlpsvc.dll,-500)
LanmanServer (@%systemroot%\system32\srvsvc.dll,-100)
ProfSvc (@%systemroot%\system32\profsvc.dll,-300)
Schedule (@%SystemRoot%\system32\schedsvc.dll,-100)
SENS (@%SystemRoot%\system32\Sens.dll,-200)
SessionEnv (@%SystemRoot%\System32\SessEnv.dll,-1026)
Themes (@%SystemRoot%\System32\themeservice.dll,-8192)
Winmgmt (@%Systemroot%\system32\wbem\wmisvc.dll,-205)

"
34252,,,None,10.10.10.123,tcp,445,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,udp,3389,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 3268).

This process 'svchost.exe' (pid 3268) is hosting the following Windows services :
TermService (@%SystemRoot%\System32\termsrv.dll,-268)

"
34252,,,None,10.10.10.123,udp,137,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,tcp,593,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 656).

This process 'svchost.exe' (pid 656) is hosting the following Windows services :
RpcEptMapper (@%windir%\system32\RpcEpMap.dll,-1001)
RpcSs (@combase.dll,-5010)

"
34252,,,None,10.10.10.123,tcp,62952,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 3332).

This process 'svchost.exe' (pid 3332) is hosting the following Windows services :
PolicyAgent (@%SystemRoot%\System32\polstore.dll,-5010)

"
34252,,,None,10.10.10.123,tcp,8000,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'collectoragent.exe' is listening on this port (pid 1504).

This process 'collectoragent.exe' (pid 1504) is hosting the following Windows services :
Fortinet_FSAE (Fortinet Single Sign On Agent Service)

"
34252,,,None,10.10.10.123,udp,500,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 808).

This process 'svchost.exe' (pid 808) is hosting the following Windows services :
CertPropSvc (@%SystemRoot%\System32\certprop.dll,-11)
gpsvc (@gpapi.dll,-112)
IKEEXT (@%SystemRoot%\system32\ikeext.dll,-501)
iphlpsvc (@%SystemRoot%\system32\iphlpsvc.dll,-500)
LanmanServer (@%systemroot%\system32\srvsvc.dll,-100)
ProfSvc (@%systemroot%\system32\profsvc.dll,-300)
Schedule (@%SystemRoot%\system32\schedsvc.dll,-100)
SENS (@%SystemRoot%\system32\Sens.dll,-200)
SessionEnv (@%SystemRoot%\System32\SessEnv.dll,-1026)
Themes (@%SystemRoot%\System32\themeservice.dll,-8192)
Winmgmt (@%Systemroot%\system32\wbem\wmisvc.dll,-205)

"
34252,,,None,10.10.10.123,udp,389,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,49155,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,49152,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'wininit.exe' is listening on this port (pid 384)."
34252,,,None,10.10.10.123,tcp,49154,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 808).

This process 'svchost.exe' (pid 808) is hosting the following Windows services :
CertPropSvc (@%SystemRoot%\System32\certprop.dll,-11)
gpsvc (@gpapi.dll,-112)
IKEEXT (@%SystemRoot%\system32\ikeext.dll,-501)
iphlpsvc (@%SystemRoot%\system32\iphlpsvc.dll,-500)
LanmanServer (@%systemroot%\system32\srvsvc.dll,-100)
ProfSvc (@%systemroot%\system32\profsvc.dll,-300)
Schedule (@%SystemRoot%\system32\schedsvc.dll,-100)
SENS (@%SystemRoot%\system32\Sens.dll,-200)
SessionEnv (@%SystemRoot%\System32\SessEnv.dll,-1026)
Themes (@%SystemRoot%\System32\themeservice.dll,-8192)
Winmgmt (@%Systemroot%\system32\wbem\wmisvc.dll,-205)

"
34252,,,None,10.10.10.123,tcp,47001,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,tcp,62972,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'dfsrs.exe' is listening on this port (pid 1388).

This process 'dfsrs.exe' (pid 1388) is hosting the following Windows services :
DFSR (@dfsrress.dll,-101)

"
34252,,,None,10.10.10.123,tcp,49158,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,53,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'dns.exe' is listening on this port (pid 1464).

This process 'dns.exe' (pid 1464) is hosting the following Windows services :
DNS (@%systemroot%\system32\dns.exe,-49157)

"
34252,,,None,10.10.10.123,udp,464,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,udp,88,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,389,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,3269,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,udp,8002,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'collectoragent.exe' is listening on this port (pid 1504).

This process 'collectoragent.exe' (pid 1504) is hosting the following Windows services :
Fortinet_FSAE (Fortinet Single Sign On Agent Service)

"
34252,,,None,10.10.10.123,tcp,139,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,tcp,49159,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,5985,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'System' is listening on this port (pid 4)."
34252,,,None,10.10.10.123,udp,53,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'dns.exe' is listening on this port (pid 1464).

This process 'dns.exe' (pid 1464) is hosting the following Windows services :
DNS (@%systemroot%\system32\dns.exe,-49157)

"
34252,,,None,10.10.10.123,udp,5355,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 984).

This process 'svchost.exe' (pid 984) is hosting the following Windows services :
CryptSvc (@%SystemRoot%\system32\cryptsvc.dll,-1001)
Dnscache (@%SystemRoot%\System32\dnsapi.dll,-101)
LanmanWorkstation (@%systemroot%\system32\wkssvc.dll,-100)
NlaSvc (@%SystemRoot%\System32\nlasvc.dll,-1)
WinRM (@%Systemroot%\system32\wsmsvc.dll,-101)

"
34252,,,None,10.10.10.123,tcp,464,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
34252,,,None,10.10.10.123,tcp,3389,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'svchost.exe' is listening on this port (pid 3268).

This process 'svchost.exe' (pid 3268) is hosting the following Windows services :
TermService (@%SystemRoot%\System32\termsrv.dll,-268)

"
34252,,,None,10.10.10.123,tcp,88,Microsoft Windows Remote Listeners Enumeration (WMI),"It is possible to obtain the names of processes listening on the
remote UDP and TCP ports.","This script uses WMI to list the processes running on the remote host
and listening on TCP / UDP ports.",n/a,,"
The Win32 process 'lsass.exe' is listening on this port (pid 476).

This process 'lsass.exe' (pid 476) is hosting the following Windows services :
Kdc (@%SystemRoot%\System32\kdcsvc.dll,-1)
Netlogon (@%SystemRoot%\System32\netlogon.dll,-102)
NTDS (@%SystemRoot%\System32\ntdsmsg.dll,-1)
SamSs (@%SystemRoot%\system32\samsrv.dll,-1)

"
38153,,,None,10.10.10.123,tcp,445,Microsoft Windows Summary of Missing Patches,The remote host is missing several Microsoft security patches.,"This plugin summarizes updates for Microsoft Security Bulletins or
Knowledge Base (KB) security updates that have not been installed on
the remote Windows host based on the results of either a credentialed
check using the supplied credentials or a check done using a supported
third-party patch management tool.

Review the summary and apply any missing updates in order to be up to
date.","Run Windows Update on the remote host or use a patch management
solution.",,"The patches for the following bulletins or KBs are missing on the remote host :

 - MS15-124 ( http://technet.microsoft.com/en-us/security/bulletin/ms15-124 )
"
42410,,,None,10.10.10.123,tcp,445,Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure,It is possible to obtain the network name of the remote host.,"The remote host listens on tcp port 445 and replies to SMB requests.

By sending an NTLMSSP authentication request it is possible to obtain
the name of the remote system and the name of its domain.",n/a,,"The following 2 NetBIOS names have been gathered :

 QAILDC01         = Computer name
 NAYAXVEND        = Workgroup / Domain name
"
42873,,5,Medium,10.10.10.123,tcp,3389,SSL Medium Strength Cipher Suites Supported,The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or else
that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",https://www.openssl.org/blog/blog/2016/08/24/sweet32/,"
Here is the list of medium strength SSL ciphers supported by the remote server :

  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    DES-CBC3-SHA                 Kx=RSA         Au=RSA      Enc=3DES-CBC(168)        Mac=SHA1   

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
43829,,,None,10.10.10.123,tcp,88,Kerberos Information Disclosure,The remote Kerberos server is leaking information.,"Nessus was able to retrieve the realm name and/or server time of the
remote Kerberos server.",n/a,,"
Nessus gathered the following information :

  Server time  : 2017-09-27 08:59:45 UTC
  Realm        : NAYAXVEND.INT
"
